5.74328e-06	-69.0588	
0.000310926	-123.467	
0.000616108	-107.333	
0.00092129	8.6448	
0.00122647	-118.786	
0.00153165	-225.035	
0.00183684	-242.475	
0.00214202	-270.607	
0.0024472	-343.552	
0.00275238	-359.993	
0.00305757	-139.63	
0.00336275	27.359	
0.00366793	-29.2912	
0.00397311	-62.3903	
0.00427829	-34.5135	
0.00458348	-152.222	
0.00488866	-180.857	
0.00519384	-75.2023	
0.00549902	-68.2007	
0.00580421	-60.8062	
0.00610939	-51.7677	
0.00641457	-42.7291	
0.00671975	-33.6906	
0.00702494	-15.1874	
0.00733012	42.9267	
0.0076353	71.9672	
0.00794048	-20.6463	
0.00824566	-106.58	
0.00855085	-126.84	
0.00885603	24.86	
0.00916121	172.851	
0.00946639	65.0062	
0.00977158	-12.8399	
0.0100768	-94.6175	
0.0103819	-192.832	
0.0106871	-280.824	
0.0109923	-326.08	
0.0112975	-376.056	
0.0116027	-407.999	
0.0119079	-260.526	
0.012213	-60.4213	
0.0125182	-25.9605	
0.0128234	-24.3692	
0.0131286	1.22227	
0.0134338	127.062	
0.0137389	246.605	
0.0140441	302.076	
0.0143493	194.572	
0.0146545	128.272	
0.0149597	287.103	
0.0152649	288.185	
0.01557	270.764	
0.0158752	176.114	
0.0161804	81.4633	
0.0164856	-13.1869	
0.0167908	-91.0506	
0.0170959	-98.8798	
0.0174011	-106.709	
0.0177063	-114.538	
0.0180115	-104.64	
0.0183167	-20.8103	
0.0186219	31.4985	
0.018927	-47.6206	
0.0192322	-109.499	
0.0195374	-99.5059	
0.0198426	-89.5126	
0.0201478	-79.5193	
0.020453	-68.7376	
0.0207581	-54.6705	
0.0210633	-59.5278	
0.0213685	-143.23	
0.0216737	-202.41	
0.0219789	-159.445	
0.022284	-116.48	
0.0225892	-73.5154	
0.0228944	-36.8616	
0.0231996	-26.4863	
0.0235048	-24.0012	
0.02381	-92.2384	
0.0241151	-294.465	
0.0244203	-360.272	
0.0247255	-292.1	
0.0250307	-322.462	
0.0253359	-328.748	
0.0256411	-234.862	
0.0259462	-172.555	
0.0262514	-241.618	
0.0265566	-296.775	
0.0268618	-294.102	
0.027167	-276.423	
0.0274721	-196.349	
0.0277773	-76.781	
0.0280825	143.784	
0.0283877	71.6259	
0.0286929	-87.3897	
0.0289981	-60.7404	
0.0293032	82.4761	
0.0296084	186.18	
0.0299136	125.711	
0.0302188	71.9599	
0.030524	84.0583	
0.0308292	230.039	
0.0311343	277.523	
0.0314395	307.49	
0.0317447	226.763	
0.0320499	31.1513	
0.0323551	12.8195	
0.0326602	-50.5921	
0.0329654	-263.161	
0.0332706	-258.831	
0.0335758	-46.2682	
0.033881	-19.4569	
0.0341862	-71.6109	
0.0344913	12.4328	
0.0347965	7.84979	
0.0351017	-10.9777	
0.0354069	-50.8989	
0.0357121	45.3593	
0.0360173	52.9976	
0.0363224	60.1411	
0.0366276	65.2332	
0.0369328	86.952	
0.037238	177.592	
0.0375432	272.192	
0.0378483	345.188	
0.0381535	279.666	
0.0384587	292.906	
0.0387639	319.116	
0.0390691	361.038	
0.0393743	247.823	
0.0396794	207.837	
0.0399846	414.12	
0.0402898	515.099	
0.040595	483.936	
0.0409002	557.772	
0.0412053	606.74	
0.0415105	552.763	
0.0418157	498.787	
0.0421209	444.81	
0.0424261	446.73	
0.0427313	679.95	
0.0430364	913.17	
0.0433416	1146.39	
0.0436468	1411.53	
0.043952	1808.72	
0.0442572	2229.71	
0.0445624	2812.57	
0.0448675	3725.7	
0.0451727	4957.38	
0.0454779	6262.41	
0.0457831	7003.89	
0.0460883	6707.98	
0.0463934	5748.52	
0.0466986	4563.17	
0.0470038	3566.81	
0.047309	2731.84	
0.0476142	1976.8	
0.0479194	1561.15	
0.0482245	1463.63	
0.0485297	1360.36	
0.0488349	1271.43	
0.0491401	1335.15	
0.0494453	1379.2	
0.0497505	1424.44	
0.0500556	1436.47	
0.0503608	1312.54	
0.050666	1277.15	
0.0509712	1213.35	
0.0512764	1032.32	
0.0515815	883.086	
0.0518867	865.009	
0.0521919	852.893	
0.0524971	865.369	
0.0528023	909.644	
0.0531075	1085.07	
0.0534126	1203.94	
0.0537178	1089.62	
0.054023	1028.58	
0.0543282	1149.03	
0.0546334	1119.67	
0.0549386	1121.45	
0.0552437	1120.85	
0.0555489	1110.41	
0.0558541	1109.13	
0.0561593	1145.6	
0.0564645	1213.9	
0.0567696	1413.33	
0.0570748	1590.06	
0.05738	1673.38	
0.0576852	1756.71	
0.0579904	1840.03	
0.0582956	1947.13	
0.0586007	2152.15	
0.0589059	2357.17	
0.0592111	2562.2	
0.0595163	2754.08	
0.0598215	2891.89	
0.0601266	3010.58	
0.0604318	3050.61	
0.060737	3109.47	
0.0610422	3245.75	
0.0613474	3386.81	
0.0616526	3547.53	
0.0619577	3691.91	
0.0622629	3845.63	
0.0625681	4330.65	
